date,open,high,low,close,adjusted_close,volume
2020-08-17,376.6600036621094,380.5,376.25,378.510009765625,364.91925048828125,428200
2020-08-18,383.6099853515625,383.9800109863281,376.989990234375,377.2200012207031,363.6755676269531,466500
2020-08-19,380.3900146484375,380.42999267578125,373.9599914550781,374.94000244140625,361.4774169921875,354400
2020-08-20,369.5400085449219,373.3800048828125,368.3800048828125,372.1700134277344,358.8069763183594,498200
2020-08-21,366.1499938964844,372.1300048828125,365.5400085449219,372.1199951171875,358.7586669921875,605400
2020-08-24,380.25,380.79998779296875,374.5299987792969,377.989990234375,364.41790771484375,590700
2020-08-25,379.29998779296875,380.8299865722656,376.2699890136719,380.8299865722656,367.15594482421875,378200
2020-08-26,380.0899963378906,386.6700134277344,380.0799865722656,385.9200134277344,372.0632019042969,417600
2020-08-27,386.7200012207031,386.79998779296875,373.239990234375,376.2200012207031,362.7115173339844,636100
2020-08-28,376.1199951171875,379.8900146484375,374.79998779296875,379.4700012207031,365.84478759765625,490200
2020-08-31,375.9200134277344,378.44000244140625,373.30999755859375,374.17999267578125,360.7447204589844,533300
2020-09-01,384.1099853515625,386.8999938964844,382.3299865722656,386.8999938964844,373.0080261230469,634500
2020-09-02,395.6600036621094,401.1499938964844,390.489990234375,398.489990234375,384.18182373046875,904300
2020-09-03,389.1000061035156,389.30999755859375,370.0799865722656,376.1600036621094,362.6535949707031,1258500
2020-09-04,365.5,371.0,352.8599853515625,367.4200134277344,354.2274475097656,1206300
2020-09-08,345.3699951171875,353.3900146484375,343.25,347.3500061035156,334.8780822753906,1541000
2020-09-09,357.9700012207031,361.5400085449219,353.510009765625,359.3699951171875,346.46649169921875,847300
2020-09-10,364.2699890136719,366.80999755859375,355.0299987792969,357.0,344.18157958984375,678600
2020-09-11,364.0,367.1499938964844,357.5899963378906,359.2300109863281,346.3315734863281,678700
2020-09-14,369.7699890136719,369.9800109863281,365.3599853515625,367.94000244140625,354.7287902832031,575700
2020-09-15,374.54998779296875,374.760009765625,369.1000061035156,370.25,356.955810546875,717100
2020-09-16,372.0,372.9800109863281,362.3599853515625,362.3800048828125,349.3684387207031,973900
2020-09-17,355.510009765625,367.6300048828125,355.1400146484375,366.739990234375,353.5718688964844,901000
2020-09-18,370.2900085449219,370.9100036621094,359.92999267578125,366.3399963378906,353.18621826171875,912200
2020-09-21,355.30999755859375,363.0,352.57000732421875,362.6199951171875,349.599853515625,657900
2020-09-22,363.989990234375,365.1000061035156,358.7300109863281,364.6400146484375,351.5473327636719,971200
2020-09-23,365.2099914550781,366.5799865722656,356.92999267578125,357.55999755859375,344.721435546875,709800
2020-09-24,354.6499938964844,363.5899963378906,353.67999267578125,360.1600036621094,347.2281188964844,768400
2020-09-25,352.82000732421875,361.1099853515625,351.0899963378906,360.4800109863281,347.5366516113281,724100
2020-09-28,365.8999938964844,371.489990234375,364.3500061035156,371.05999755859375,357.73675537109375,821900
2020-09-29,370.07000732421875,375.8800048828125,369.57000732421875,374.0,360.5711975097656,608800
2020-09-30,368.7799987792969,373.25,367.5,369.2699890136719,356.0110168457031,867800
2020-10-01,375.5299987792969,382.6499938964844,374.4200134277344,382.010009765625,368.2935791015625,891600
2020-10-02,372.3999938964844,375.7200012207031,370.0,370.0,356.7148132324219,711600
2020-10-05,375.1499938964844,382.3999938964844,374.9100036621094,382.1099853515625,368.3899230957031,649900
2020-10-06,374.20001220703125,377.3800048828125,368.55999755859375,370.1099853515625,356.82086181640625,686600
2020-10-07,374.42999267578125,376.5299987792969,371.6300048828125,375.79998779296875,362.30657958984375,550900
2020-10-08,376.7699890136719,380.95001220703125,376.44000244140625,380.8900146484375,367.2138671875,686700
2020-10-09,385.79998779296875,389.9800109863281,385.7699890136719,388.989990234375,375.02301025390625,539300
2020-10-12,395.42999267578125,401.0,395.42999267578125,399.0400085449219,384.7121276855469,840300
2020-10-13,401.510009765625,409.1099853515625,398.2799987792969,405.1499938964844,390.60272216796875,1027900
2020-10-14,402.6400146484375,406.0,395.5,398.0299987792969,383.73834228515625,954800
2020-10-15,383.79998779296875,387.9200134277344,380.7200012207031,386.57000732421875,372.6898498535156,786200
2020-10-16,390.760009765625,392.3800048828125,385.8699951171875,386.8999938964844,373.0080261230469,594500
2020-10-19,392.19000244140625,392.2699890136719,383.7900085449219,385.30999755859375,371.47509765625,392700
2020-10-20,386.82000732421875,389.2699890136719,384.260009765625,384.9599914550781,371.1376647949219,356800
2020-10-21,385.6499938964844,389.2900085449219,382.9800109863281,383.0,369.248046875,359100
2020-10-22,381.1000061035156,382.0899963378906,375.3999938964844,375.5,362.01739501953125,611700
2020-10-23,378.8399963378906,379.55999755859375,374.1400146484375,378.55999755859375,364.9674987792969,467600
2020-10-26,371.54998779296875,374.8800048828125,364.0,367.489990234375,354.294921875,900400
2020-10-27,368.4100036621094,370.5400085449219,364.4599914550781,366.3699951171875,353.21514892578125,968700
2020-10-28,359.4700012207031,365.07000732421875,357.3800048828125,362.8599853515625,349.8311767578125,953100
2020-10-29,363.3399963378906,373.79998779296875,362.2200012207031,370.8599853515625,357.5439147949219,808800
2020-10-30,363.80999755859375,365.8299865722656,359.010009765625,361.2099914550781,348.24041748046875,821100
2020-11-02,364.4800109863281,368.32000732421875,361.7200012207031,365.2099914550781,353.4628601074219,893200
2020-11-03,368.4599914550781,376.3900146484375,367.8599853515625,372.05999755859375,360.0925598144531,813500
2020-11-04,373.6600036621094,384.9599914550781,372.32000732421875,383.0,370.6806640625,2451500
2020-11-05,397.20001220703125,399.67999267578125,393.4599914550781,398.19000244140625,385.38201904296875,1115500
2020-11-06,402.1000061035156,407.5,398.19000244140625,406.239990234375,393.1731262207031,710700
2020-11-09,417.0400085449219,420.6499938964844,406.32000732421875,406.3299865722656,393.2602233886719,1273700
2020-11-10,409.1199951171875,410.1099853515625,397.9800109863281,399.29998779296875,386.45635986328125,1323100
2020-11-11,407.3999938964844,418.6400146484375,407.2799987792969,418.04998779296875,404.603271484375,933300
2020-11-12,419.0,421.17999267578125,412.010009765625,412.7200012207031,399.4446716308594,800800
2020-11-13,419.57000732421875,421.3800048828125,416.3800048828125,419.5899963378906,406.0936584472656,582700
2020-11-16,419.95001220703125,426.6499938964844,419.6300048828125,426.510009765625,412.7911682128906,547300
2020-11-17,424.9200134277344,427.45001220703125,422.25,426.4800109863281,412.7621154785156,524600
2020-11-18,424.1199951171875,427.3599853515625,421.0199890136719,423.80999755859375,410.1779479980469,543600
2020-11-19,417.30999755859375,423.3800048828125,416.8699951171875,423.3599853515625,409.742431640625,914100
2020-11-20,424.0400085449219,428.3999938964844,423.5199890136719,423.5899963378906,409.9649963378906,484000
2020-11-23,427.989990234375,429.6400146484375,421.95001220703125,427.1499938964844,413.4105529785156,596000
2020-11-24,425.4200134277344,427.6099853515625,423.0199890136719,424.2699890136719,410.62310791015625,610400
2020-11-25,423.260009765625,424.67999267578125,420.75,423.4800109863281,409.858642578125,308200
2020-11-27,429.3299865722656,438.7200012207031,428.7799987792969,437.7699890136719,423.6889343261719,432500
2020-11-30,440.5400085449219,441.2900085449219,433.6700134277344,437.7300109863281,423.6502380371094,508500
2020-12-01,447.1000061035156,451.7300109863281,444.4800109863281,449.239990234375,434.7899475097656,685100
2020-12-02,447.1600036621094,452.1099853515625,444.260009765625,451.0,436.4934387207031,1050700
2020-12-03,457.010009765625,459.2200012207031,452.30999755859375,452.8999938964844,438.332275390625,677900
2020-12-04,454.0,464.5,453.4700012207031,464.3900146484375,449.4527587890625,660800
2020-12-07,464.55999755859375,471.010009765625,464.1000061035156,469.7300109863281,454.62091064453125,632900
2020-12-08,465.9200134277344,470.8500061035156,464.94000244140625,468.57000732421875,453.4982604980469,738800
