fitted,residual
0.00837602010281426,0.003655490789162939
0.0025239612082389156,-0.0036146889179101156
0.003834405182377823,-0.013988721972383922
0.0032462645154272577,0.002324330633462942
0.005326664697137403,-0.024743387797083606
0.00932111905834904,-0.0020494988713633403
0.003066127293249182,-0.002177568164385182
0.003229033116098399,0.026120687877280398
0.0007852855119275276,0.007137976764356172
0.005043976632847026,-0.017691078496658425
0.01036353337739243,0.024136978333408568
0.0007161017214653981,-0.0321550583749768
0.005121910197550198,0.0276076245181113
-6.217236184603825e-05,-0.03134221889315406
0.007865489103596614,0.007508381542621387
0.005483401666350002,0.008061170455998998
0.002896781839378714,0.018369144543567285
0.001535675506916356,0.024300385659252143
0.0009011088627443663,0.014410585410737734
0.0037523925700777803,-0.02132620732670078
0.007044281811335918,-0.03583601621516692
0.0035675873852614223,-0.0027138580184534224
0.002518481504158009,-0.0066281208669613095
0.003755111930575917,-0.004663471235027517
0.005627919982586268,-0.010719340496227768
0.007812032201573737,-0.027394131326166835
0.004277713067553075,0.0038713532490155245
0.0024918970058699485,-0.031734437615631945
0.004834613998052653,-0.007882281019370253
0.005351813193836361,-0.014932297434844262
0.0087402445964036,0.013306784226441699
0.0031623273582816556,-0.029182899739689253
0.005271279857761746,0.009725378671244452
0.0016986963212667616,0.017057728908293237
0.00525810619167092,0.02414573445836268
0.00584266991833335,0.03381776129852135
0.0011047532770240057,0.019111828692944796
0.0011038733532631846,-0.0008823496473936846
0.0009993782486264731,-0.018300552180641673
0.00455523032230578,0.04240197754332122
0.00434766121199333,-0.01709743417994323
0.0048691287627796315,0.011776447680284768
0.00016408735536295655,0.016328437524817344
0.0011001489956923493,-0.0011705301874721718
0.004574998601418242,-0.010835668812086443
0.00630370731239147,-0.007365481499783669
0.002097405509661196,-0.0015542235492904963
0.0016590363553667597,0.00674547786268404
0.0010743389677223079,-0.007816898024999708
0.004514543298586924,-0.006376263492372224
0.006042910023229014,0.027701142953305682
0.00022956481403305583,-0.00032089665191562477
0.0013367074860300401,0.02495788289180056
0.0016408658535397354,0.0022770977992403645
0.005562385989534438,-0.0013496384272545384
0.0007006190766417702,0.02466936625817613
-0.0006543836953465333,0.012153149148234234
